URL,original_label,method,prediction
http://www.cuartoestudio.com/bfbrands.html,defacement,ai,defacement
http://www.cuartoestudio.com/bfbrands.html,defacement,deterministic,defacement
http://www.aibek.kz/index.php/the-articles/35-sozdanie-saitov.1,defacement,ai,defacement
http://www.aibek.kz/index.php/the-articles/35-sozdanie-saitov.1,defacement,deterministic,defacement
likasbayprecinct.com,phishing,ai,benign
likasbayprecinct.com,phishing,deterministic,defacement
http://mygerman.info/index.php?option=com_content&view=article&id=71:obshtestven-red-zayavlenie-podpiska&catid=49&Itemid=69,defacement,ai,defacement
http://mygerman.info/index.php?option=com_content&view=article&id=71:obshtestven-red-zayavlenie-podpiska&catid=49&Itemid=69,defacement,deterministic,defacement
http://www.gsmkamera.hu/index.html?option=com_content&view=article&id=5&Itemid=33&fontstyle=f-larger,defacement,ai,defacement
http://www.gsmkamera.hu/index.html?option=com_content&view=article&id=5&Itemid=33&fontstyle=f-larger,defacement,deterministic,defacement
www.statlab.uni-heidelberg.de/projects/oberon/,phishing,ai,phishing
www.statlab.uni-heidelberg.de/projects/oberon/,phishing,deterministic,defacement
www.pcworld.com/article/109595/its_open_season_on_spammers.html,phishing,ai,phishing
www.pcworld.com/article/109595/its_open_season_on_spammers.html,phishing,deterministic,defacement
sepwww.stanford.edu/doku.php?id=sep:software:seplib,phishing,ai,benign
sepwww.stanford.edu/doku.php?id=sep:software:seplib,phishing,deterministic,defacement
http://www.ambiani.nl/diensten/bruiloft-catering/70-huwelijksfeest-brabant.html,defacement,ai,defacement
http://www.ambiani.nl/diensten/bruiloft-catering/70-huwelijksfeest-brabant.html,defacement,deterministic,defacement
www.angelfire.com/rpg/wodstl/,phishing,ai,phishing
www.angelfire.com/rpg/wodstl/,phishing,deterministic,defacement
http://www.casasyapartamentosvacacionalesenmargarita.com/index.php?option=com_content&view=article&id=162:la-samanna-de-margarita-hotel-athalasso&catid=37&Itemid=57&lang=es,defacement,ai,defacement
http://www.casasyapartamentosvacacionalesenmargarita.com/index.php?option=com_content&view=article&id=162:la-samanna-de-margarita-hotel-athalasso&catid=37&Itemid=57&lang=es,defacement,deterministic,defacement
gather.corp.workgroup-appconnect.com,phishing,ai,benign
gather.corp.workgroup-appconnect.com,phishing,deterministic,defacement
http://www.sementimenzo.it/dove-siamo/3.html,defacement,ai,defacement
http://www.sementimenzo.it/dove-siamo/3.html,defacement,deterministic,benign
mandosterkota.be,phishing,ai,benign
mandosterkota.be,phishing,deterministic,defacement
ebay.co.uk.natweng.com,phishing,ai,benign
ebay.co.uk.natweng.com,phishing,deterministic,defacement
http://www.ybbstal-braeu.at/index.php?option=com_phocagallery&view=detail&catid=15:spannende-erklaerung&id=22:k-50erbier1011030&phocaslideshow=1&tmpl=component&Itemid=1,defacement,ai,defacement
http://www.ybbstal-braeu.at/index.php?option=com_phocagallery&view=detail&catid=15:spannende-erklaerung&id=22:k-50erbier1011030&phocaslideshow=1&tmpl=component&Itemid=1,defacement,deterministic,defacement
http://www.malsaker.nu/malsakersframtid/verksamheten,defacement,ai,defacement
http://www.malsaker.nu/malsakersframtid/verksamheten,defacement,deterministic,benign
http://emojidictionary75d139b8243558347d778dafc4b938fe.dns-cloud.net/jjjpp/indexa.php,phishing,ai,phishing
http://emojidictionary75d139b8243558347d778dafc4b938fe.dns-cloud.net/jjjpp/indexa.php,phishing,deterministic,defacement
http://www.qrscelltech.com/de/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5xcnNjZWxsdGVjaC5jb20vZGUvaW1wcmVzc3Vt,defacement,ai,defacement
http://www.qrscelltech.com/de/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5xcnNjZWxsdGVjaC5jb20vZGUvaW1wcmVzc3Vt,defacement,deterministic,benign
http://www.yallahoman.com/wp-content/themes/wisas/tylolf.htm,phishing,ai,phishing
http://www.yallahoman.com/wp-content/themes/wisas/tylolf.htm,phishing,deterministic,defacement
http://www.com-turning.com/........f/a68d6d961795150465edfbefba7e3c78/login.php,phishing,ai,phishing
http://www.com-turning.com/........f/a68d6d961795150465edfbefba7e3c78/login.php,phishing,deterministic,defacement
acessoempresarialaptha.com,phishing,ai,benign
acessoempresarialaptha.com,phishing,deterministic,defacement
https://spreadsheets.google.com/spreadsheet/formResponse?formkey=dHNLQkZUbFZhWDRYTTFGWkd3UlUtZHc6MQ&amp;theme=0AX42CRMsmRFbUy03NTAzM2Q4My03ODU1LTQ2NzItODI2YS1kZmU5YzdiMzZjOGQ&amp;embedded=true&amp;ifq,phishing,ai,phishing
https://spreadsheets.google.com/spreadsheet/formResponse?formkey=dHNLQkZUbFZhWDRYTTFGWkd3UlUtZHc6MQ&amp;theme=0AX42CRMsmRFbUy03NTAzM2Q4My03ODU1LTQ2NzItODI2YS1kZmU5YzdiMzZjOGQ&amp;embedded=true&amp;ifq,phishing,deterministic,benign
http://burkinasaracanarias.org/es.pdf?view=article&catid=40:noticias&id=72:primavera-solidaria,defacement,ai,benign
http://burkinasaracanarias.org/es.pdf?view=article&catid=40:noticias&id=72:primavera-solidaria,defacement,deterministic,benign
http://www.tehobsledovanie.ru/zayavka-dlya-obratnoy-svyazi,defacement,ai,defacement
http://www.tehobsledovanie.ru/zayavka-dlya-obratnoy-svyazi,defacement,deterministic,benign
http://www.salsven.com/index.php?option=com_content&view=article&id=68&Itemid=57,defacement,ai,defacement
http://www.salsven.com/index.php?option=com_content&view=article&id=68&Itemid=57,defacement,deterministic,benign
http://everdesign.com.au/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=47&category_id=6&option=com_virtuemart&Itemid=1,defacement,ai,defacement
http://everdesign.com.au/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=47&category_id=6&option=com_virtuemart&Itemid=1,defacement,deterministic,defacement
http://rs.xxweb.asia/m=weblogin/index.htm,phishing,ai,phishing
http://rs.xxweb.asia/m=weblogin/index.htm,phishing,deterministic,defacement
datacabin.net,phishing,ai,benign
datacabin.net,phishing,deterministic,defacement
http://93.171.33.234:27158/.i,malware,ai,malware
http://93.171.33.234:27158/.i,malware,deterministic,defacement
https://www.surveyol.com/s/56A3B59,phishing,ai,phishing
https://www.surveyol.com/s/56A3B59,phishing,deterministic,benign
https://onedrive.live.com/download?cid=052BCF630286E980&amp;resid=52BCF630286E980%21115&amp;authkey=ANnZDxmXDLx8PnY,phishing,ai,phishing
https://onedrive.live.com/download?cid=052BCF630286E980&amp;resid=52BCF630286E980%21115&amp;authkey=ANnZDxmXDLx8PnY,phishing,deterministic,benign
home.comcast.net/~ejreiner/,phishing,ai,benign
home.comcast.net/~ejreiner/,phishing,deterministic,defacement
jrefactory.sourceforge.net/csrefactory.html,phishing,ai,phishing
jrefactory.sourceforge.net/csrefactory.html,phishing,deterministic,defacement
http://www.skovborg-regnskab.dk/index.php/interim-management?tmpl=component&print=1&page=,defacement,ai,defacement
http://www.skovborg-regnskab.dk/index.php/interim-management?tmpl=component&print=1&page=,defacement,deterministic,benign
do-keseel.ga,phishing,ai,benign
do-keseel.ga,phishing,deterministic,defacement
'www.conradweb.org/\%7Ejackg/',phishing,ai,phishing
'www.conradweb.org/\%7Ejackg/',phishing,deterministic,defacement
https://toulousa.com/omg/184EYJSFYHMS.exe,malware,ai,malware
https://toulousa.com/omg/184EYJSFYHMS.exe,malware,deterministic,benign
http://9779.info/%E5%84%BF%E7%AB%A5%E6%89%8B%E5%B7%A5%E5%8D%A1%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,ai,malware
http://9779.info/%E5%84%BF%E7%AB%A5%E6%89%8B%E5%B7%A5%E5%8D%A1%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,deterministic,defacement
http://larcadelcarnevale.com/catalogo/travestimenti-hawaii.1,defacement,ai,phishing
http://larcadelcarnevale.com/catalogo/travestimenti-hawaii.1,defacement,deterministic,defacement
http://www.mlxa.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,phishing,ai,benign
http://www.mlxa.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,phishing,deterministic,benign
http://185.53.88.182/AB4g5/kiga.x86,malware,ai,malware
http://185.53.88.182/AB4g5/kiga.x86,malware,deterministic,defacement
www.loquendo.com/en/technology/TTS.htm,phishing,ai,phishing
www.loquendo.com/en/technology/TTS.htm,phishing,deterministic,defacement
http://www.auctionyourart.com/caroline-ashleighs-blog/185-notorious-bigs-black-leather-jacket-offered-by-caroline-ashleigh-appraisers-and-auctioneers.html,defacement,ai,defacement
http://www.auctionyourart.com/caroline-ashleighs-blog/185-notorious-bigs-black-leather-jacket-offered-by-caroline-ashleigh-appraisers-and-auctioneers.html,defacement,deterministic,defacement
bplenterprises.com,phishing,ai,benign
bplenterprises.com,phishing,deterministic,defacement
http://www.enventureonline.com/services/electronic-design/fpga-competency.html,defacement,ai,defacement
http://www.enventureonline.com/services/electronic-design/fpga-competency.html,defacement,deterministic,benign
ginini.com/software/pd/,phishing,ai,benign
ginini.com/software/pd/,phishing,deterministic,defacement
http://www.sklep-splawik.pl/index.php?option=com_phocagallery&view=detail&catid=1:galeria-sklepu&id=90:wdki&phocaslideshow=1&tmpl=component&Itemid=16,defacement,ai,defacement
http://www.sklep-splawik.pl/index.php?option=com_phocagallery&view=detail&catid=1:galeria-sklepu&id=90:wdki&phocaslideshow=1&tmpl=component&Itemid=16,defacement,deterministic,benign
holstinin.com,phishing,ai,benign
holstinin.com,phishing,deterministic,defacement
http://www.ndautopartes.com.ar/index.php?option=com_content&view=article&id=5&Itemid=2,defacement,ai,defacement
http://www.ndautopartes.com.ar/index.php?option=com_content&view=article&id=5&Itemid=2,defacement,deterministic,defacement
www.gaby.de/cpm/binary.html,phishing,ai,phishing
www.gaby.de/cpm/binary.html,phishing,deterministic,defacement
http://www.bruynzeelmultipanel.be/index.php?option=com_content&view=article&id=11:allin-ply-contreplaque-interieur&catid=2&Itemid=12,defacement,ai,defacement
http://www.bruynzeelmultipanel.be/index.php?option=com_content&view=article&id=11:allin-ply-contreplaque-interieur&catid=2&Itemid=12,defacement,deterministic,defacement
http://9779.info/%E6%BC%82%E4%BA%AE%E7%9A%84%E6%92%95%E8%B4%B4%E7%94%BB/,malware,ai,benign
http://9779.info/%E6%BC%82%E4%BA%AE%E7%9A%84%E6%92%95%E8%B4%B4%E7%94%BB/,malware,deterministic,defacement
http://opttoys24.ru/index.php?page=shop.product_details&category_id=35&flypage=flypage.tpl&product_id=137&option=com_virtuemart&Itemid=5,defacement,ai,defacement
http://opttoys24.ru/index.php?page=shop.product_details&category_id=35&flypage=flypage.tpl&product_id=137&option=com_virtuemart&Itemid=5,defacement,deterministic,defacement
http://ken.kulaklikdergisi.com/index.php?email=sales@optimus.co.th,phishing,ai,defacement
http://ken.kulaklikdergisi.com/index.php?email=sales@optimus.co.th,phishing,deterministic,defacement
www.blaam.com/bcp/index.html,phishing,ai,phishing
www.blaam.com/bcp/index.html,phishing,deterministic,defacement
http://165.227.184.147/bins/Hilix.arm,malware,ai,benign
http://165.227.184.147/bins/Hilix.arm,malware,deterministic,defacement
www.cs.arizona.edu/patterns/weaving/books/wt_math2.pdf,phishing,ai,benign
www.cs.arizona.edu/patterns/weaving/books/wt_math2.pdf,phishing,deterministic,defacement
http://odon-hotel.ru/index.php?option=com_content&view=article&id=56&Itemid=48,defacement,ai,defacement
http://odon-hotel.ru/index.php?option=com_content&view=article&id=56&Itemid=48,defacement,deterministic,benign
http://www.kulgupuit.ee/index.php?option=com_phocagallery&view=detail&catid=2:foto&id=29:adver-3&phocaslideshow=1&tmpl=component&Itemid=5&lang=ru,defacement,ai,defacement
http://www.kulgupuit.ee/index.php?option=com_phocagallery&view=detail&catid=2:foto&id=29:adver-3&phocaslideshow=1&tmpl=component&Itemid=5&lang=ru,defacement,deterministic,defacement
www.fao.org/DOCREP/004/Y1873E/y1873e08.htm,phishing,ai,phishing
www.fao.org/DOCREP/004/Y1873E/y1873e08.htm,phishing,deterministic,defacement
www.airnav.com/airports/us/AZ/,phishing,ai,phishing
www.airnav.com/airports/us/AZ/,phishing,deterministic,defacement
http://cintasmetricas.com/2/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL2NpbnRhc21ldHJpY2FzLmNvbS8yL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTU6Y2F0YWxvZ28tZGUtcHJvZHVjdG9zJmNhdGlkPTY6cGFnaW5hcy1pbmZvcm1hdGl2YXMmSXRlbWlkPTEw,defacement,ai,defacement
http://cintasmetricas.com/2/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL2NpbnRhc21ldHJpY2FzLmNvbS8yL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTU6Y2F0YWxvZ28tZGUtcHJvZHVjdG9zJmNhdGlkPTY6cGFnaW5hcy1pbmZvcm1hdGl2YXMmSXRlbWlkPTEw,defacement,deterministic,defacement
